site_name,site_address,site_city,site_state,site_zip,latitude,longitude,site_type
Children's Home Center,1652 Dolton Rd,Calumet City,IL,60409,41.6314,-87.5669,Head Start Center
Ada S McKinley - Little Genius,11439 S Michigan Ave,Chicago,IL,60628,41.6859,-87.6206,Head Start Center
Ada S. McKinley Community Services-Little Genius,11439 S Michigan Ave,Chicago,IL,60628,41.6859,-87.6206,Head Start Center
It Takes a Village - ABC Learning Center II,10230 S Halsted St,Chicago,IL,60628,41.7078,-87.6432,Head Start Center
Chicago Youth Centers-Graham Crackers II,1 E 113th St,Chicago,IL,60628,41.6889,-87.6228,Head Start Center
Chicago Youth Centers - Graham Crackers II,1 E 113th St,Chicago,IL,60628,41.6889,-87.6228,Head Start Center
Allison's Infant & Toddler Center - 115th,234 E 115th St,Chicago,IL,60628,41.6856,-87.6166,Head Start Center
Ada S. McKinley Community Services-J & L Family Learning Day II,116 E 113th St,Chicago,IL,60628,41.6891,-87.6202,Head Start Center
Gads Hill Center-Kove Learning Academy,3137 W 71st St,Chicago,IL,60629,41.7643,-87.7018,Head Start Center
Ada S. McKinley Community Services-Dream Child Development,1836 W 87th St,Chicago,IL,60620,41.736,-87.6694,Head Start Center
Ada S McKinley - DreamChild Development Center,1836 W 87th St,Chicago,IL,60620,41.7361,-87.6694,Head Start Center
Ada S. McKinley Community Services-Children's Center (Western),7956 S Western Ave,Chicago,IL,60620,41.7484,-87.6832,Head Start Center
Ada S McKinley - Children's Center (Western),7956 S Western Ave,Chicago,IL,60620,41.7484,-87.6832,Head Start Center
The Children's Center of Cicero-Berwyn: Riverside Drive,7022 Riverside Dr,Berwyn,IL,60402,41.8435,-87.7995,Head Start Center
PLCCA Maywood Debra Ann Porter Child Development Center,1100 Madison St,Maywood,IL,60153,41.8786,-87.8467,Head Start Center
"PLCCA, Inc. Debra Ann Porter 24/7",1100 Madison St,Maywood,IL,60153,41.8786,-87.8465,Head Start Center
Mary Crane League - Archdiocese-St. Ethelreda,8734 S Paulina St,Chicago,IL,60620,41.7347,-87.6655,Head Start Center
Mary Crane League - Archdiocese-St. Nicholas,3721 W 62nd St,Chicago,IL,60629,41.7803,-87.7163,Head Start Center
Carole Robertson Center For Learning-Serving All Families Everywhere 2,2141 W 79th St,Chicago,IL,60620,41.75,-87.6772,Head Start Center
Serving All Families Everywhere 2,2141 W 79th St,Chicago,IL,60620,41.75,-87.6772,Head Start Center
Rochelle's Little Angels,117 N 19th Ave,Melrose Park,IL,60160,41.8917,-87.8562,Head Start Center
Chicago Youth Centers-Graham Crackers,10650 S Michigan Ave,Chicago,IL,60628,41.7002,-87.6209,Head Start Center
Chicago Youth Centers-Pathways to Learning-Kedzie,6535 S Kedzie Ave,Chicago,IL,60629,41.7742,-87.7027,Head Start Center
Chicago Youth Centers - Pathways to Learning-kedzie,6535 S Kedzie Ave,Chicago,IL,60629,41.7742,-87.7027,Head Start Center
Grandma Jones Daycare Center,777 Sibley Blvd,Calumet City,IL,60409,41.6227,-87.5441,Head Start Center
Easter Seals Metropolitan Chicago-Sweet Pea Academy,1414 W 87th St,Chicago,IL,60620,41.7359,-87.6588,Head Start Center
Bensenville Early Learning Center,212 W Memorial Rd,Bensenville,IL,60106,41.9493,-87.9418,Head Start Center
Mary Crane League - Little Kids Village II,2656 W 71st St,Chicago,IL,60629,41.7648,-87.6904,Head Start Center
Mary Crane League - Little Kids Village Learning II,2656 W 71st St,Chicago,IL,60629,41.7648,-87.6904,Head Start Center
Mary Crane League - Little Kids VIllage Learning II,2656 W 71st St,Chicago,IL,60629,41.7648,-87.6904,Head Start Center
Kane|Kendall Home-Based,229 Lake Marian Rd,Carpentersville,IL,60110,42.1202,-88.2665,Head Start Center
Jerri Hoffmann Child & Family Center,229 Lake Marian Rd,Carpentersville,IL,60110,42.1203,-88.2663,Head Start Center
Happy Days Cicero,5721 W 35th St,Cicero,IL,60804,41.8288,-87.7672,Head Start Center
Carpentersville,180 Lake Marian Rd,Carpentersville,IL,60110,42.1219,-88.2689,Head Start Center
Henry Booth House-Hegewisch,2725 E 130th St,Chicago,IL,60633,41.6592,-87.5762,Head Start Center
Henry Booth House-Joyful Beginnings Inc.,1934 W 79th St,Chicago,IL,60620,41.7505,-87.6724,Head Start Center
Metropolitan Family Services-Midway Children's Center,3215 W 63rd St,Chicago,IL,60629,41.7785,-87.7038,Head Start Center
Easter Seals Metropolitan Chicago-Mother's Touch,2501 W 71st St,Chicago,IL,60629,41.7646,-87.6859,Head Start Center
"Trinity United Church Of Christ Child Care Centers, Inc-Rev. Dr. Jeremiah A. Wright Jr. Early Care and Learning Center",532 W 95th St,Chicago,IL,60628,41.7218,-87.6379,Head Start Center
Alpha and Omega Learning Center,2217 Division St,Melrose Park,IL,60160,41.9007,-87.8615,Head Start Center
Ada S McKinley - Heaven's Learning Garden,7801 S Wolcott Ave,Chicago,IL,60620,41.7519,-87.6706,Head Start Center
Ada S. McKinley Community Services-Heaven's Learning Garden,7801 S Wolcott Ave,Chicago,IL,60620,41.752,-87.6707,Head Start Center
Trinity United Church of Christ - Rev. Dr. Jeremiah A. Wright Jr. Early Care and Learning Center,532 W 95th St,Chicago,IL,60628,41.7216,-87.6371,Head Start Center
Happy Days Berwyn,6304 26th St,Berwyn,IL,60402,41.8432,-87.7811,Head Start Center
Henry Booth House-Little Sprouts Daycare Incorporated,2434 W 71st St,Chicago,IL,60629,41.7649,-87.6847,Head Start Center
The Children's Center of Cicero-Berwyn: Clyde Park,2724 S 61st Ave,Cicero,IL,60804,41.8408,-87.7764,Head Start Center
El Valor Corporation-Teddy Bear 5,5160 S Pulaski Rd,Chicago,IL,60632,41.7986,-87.7233,Head Start Center
It Takes a Village - ABC Learning Center,401 W 95th St,Chicago,IL,60628,41.7213,-87.6342,Head Start Center
Marletta Darnell Schaumburg Child +  Family Center,725 E Schaumburg Rd,Schaumburg,IL,60194,42.0275,-88.0615,Head Start Center
Marletta Darnall Child and Family Center,725 E Schaumburg Rd,Schaumburg,IL,60194,42.0276,-88.0614,Head Start Center
Honey Bear Day Care Center LLC,2359 N Mannheim Rd,Melrose Park,IL,60164,41.9217,-87.8836,Head Start Center
Shining Star Youth and Community Services-Shining Star #3,338 E 103rd St,Chicago,IL,60628,41.7076,-87.6146,Head Start Center
Shining Star #3,338 E 103rd St,Chicago,IL,60628,41.7076,-87.6146,Head Start Center
Nurturing Developmental & Learning Academy,525 Wentworth Ave,Calumet City,IL,60409,41.6212,-87.5295,Head Start Center
Family Focus - Englewood,6727 S Western Ave,Chicago,IL,60636,41.771,-87.6831,Head Start Center
New Pisgah Day Care-New Pisgah Day Care,8130 S Racine Ave,Chicago,IL,60620,41.7459,-87.6539,Head Start Center
El Valor Corporation-Young Scholars Dev. Ins.,3038 W 59th St,Chicago,IL,60629,41.7866,-87.7001,Head Start Center
El Valor - Young Scholars Developmental Institute,3038 W 59th St,Chicago,IL,60629,41.7866,-87.7001,Head Start Center
El Valor Corporation-Lots of Love Preschool Academy,1139 W 79th St,Chicago,IL,60620,41.7503,-87.6529,Head Start Center
Salvation Army - Creative Little Ones,2809 W 59th St,Chicago,IL,60629,41.7864,-87.6939,Head Start Center
Gads Hill Center-Diana's Playpen of Little Geniuses,6236 S Western Ave,Chicago,IL,60636,41.78,-87.6841,Head Start Center
Gads Hill - Diana's Playpen of Little Geniuses,6236 S Western Ave,Chicago,IL,60636,41.78,-87.6841,Head Start Center
El Valor Corporation-Lots of Love NFP,1015 W 79th St,Chicago,IL,60620,41.7503,-87.6496,Head Start Center
Ada S McKinley - Little Hands,7146 S Ashland Ave,Chicago,IL,60636,41.7635,-87.6641,Head Start Center
Ada S. McKinley Community Services-Little Hands,7146 S Ashland Ave,Chicago,IL,60636,41.7635,-87.664,Head Start Center
The Children's Center of Cicero-Berwyn: Hawthorne Park District,5202 W 29th Pl,Cicero,IL,60804,41.8398,-87.7551,Head Start Center
Montessori School of Englewood-The Montessori School of Englewood,6936 S Hermitage Ave,Chicago,IL,60636,41.7678,-87.6676,Head Start Center
Henry Booth House-East Side Development Center,13338 S Brandon Ave,Chicago,IL,60633,41.6525,-87.5463,Head Start Center
Gads Hill Center-Literacy Zone,5831 S Western Ave,Chicago,IL,60636,41.7873,-87.6838,Head Start Center
El Valor-Cicero Children & Family Center,5310 W 24th Pl,Cicero,IL,60804,41.8468,-87.7569,Head Start Center
Gads Hill - Literacy Zone,5831 S Western Ave,Chicago,IL,60636,41.7873,-87.6833,Head Start Center
The Children's Center of Cicero-Berwyn: Patricia Makris Child Development Center,2831 S 49th Ave,Cicero,IL,60804,41.8409,-87.7469,Head Start Center
SGA Youth & Family Services Brighton Park Home Visiting,3152 W 47th St,Chicago,IL,60632,41.8084,-87.7036,Head Start Center
Children's Home + Aid Mitzi Freidheim Child & Family Center,1701 W 63rd St,Chicago,IL,60636,41.7793,-87.6671,Head Start Center
Mitzi Freidheim Englewood Child and Family Center-Early Head Start,1701 W 63rd St,Chicago,IL,60636,41.7793,-87.6671,Head Start Center
Chicago Youth Centers-First Step,6401 S Ashland Ave,Chicago,IL,60636,41.7775,-87.6639,Head Start Center
El Valor Corporation-Teddy Bear 1,2649 W 51st St,Chicago,IL,60632,41.8008,-87.691,Head Start Center
El Valor Corporation-Kiddy Kare Site 1,4444 S Kedzie Ave,Chicago,IL,60632,41.8122,-87.7044,Head Start Center
YMCA - Jeanne Kenney Day Care Center,7600 S Parnell Ave,Chicago,IL,60620,41.756,-87.6388,Head Start Center
YMCA - Jeanne Kenney Day Care Center,7600 S Parnell Ave,Chicago,IL,60620,41.756,-87.6389,Head Start Center
YMCA-Jeanne Kenney Daycare Center,7600 S Parnell Ave,Chicago,IL,60620,41.7561,-87.6386,Head Start Center
Henry Booth House-Building Blocks,1120 W 69th St,Chicago,IL,60621,41.7689,-87.6527,Head Start Center
Easter Seals Metropolitan Chicago-Children's International Academy,5858 W Roosevelt Rd,Chicago,IL,60644,41.8657,-87.7714,Head Start Center
El Valor Corporation-Kiddy Kare Preschool,4401 S Kedzie Ave,Chicago,IL,60632,41.8135,-87.7038,Head Start Center
Board of Trustees - City Colleges of Chicago-Olive-Harvey College,10001 S Woodlawn Ave,Chicago,IL,60628,41.7141,-87.5904,Head Start Center
Salvation Army - Red Shield,945 W 69th St,Chicago,IL,60621,41.7688,-87.6487,Head Start Center
Calhoun County Head Start Center,52 Poor Farm Hollow Road,Hardin,IL,62047,39.1763,-90.6379,Head Start Center
Salvation Army - Family Outreach Initiative,845 W 69th St,Chicago,IL,60621,41.7688,-87.6464,Head Start Center
Gads Hill Center-GH Archer (4255) Brighton Park,4255 S Archer Ave,Chicago,IL,60632,41.8159,-87.7009,Head Start Center
Gads Hill - GH Archer (4255) Brighton Park,4255 S Archer Ave,Chicago,IL,60632,41.8159,-87.7009,Head Start Center
Gads Hill Center-GH Archer (4236),4236 S Archer Ave,Chicago,IL,60632,41.8166,-87.7007,Head Start Center
Gads Hill Center-GH Archer (4234),4234 S Archer Ave,Chicago,IL,60632,41.8166,-87.7006,Head Start Center
Easter Seals Metropolitan Chicago-First Start Children's Academy South,5700 S Ashland Ave,Chicago,IL,60636,41.7903,-87.6647,Head Start Center
Henry Booth House-Little Angels Learning Center,6701 S Emerald Ave,Chicago,IL,60621,41.7725,-87.6432,Head Start Center
Henry Booth House - Little Angels Learning Center,6701 S Emerald Ave,Chicago,IL,60621,41.7723,-87.6429,Head Start Center
El Valor - Carlos Cantu Center,2434 S Kildare Ave,Chicago,IL,60623,41.8467,-87.7317,Head Start Center
Carlos Cantu Children and Family Center,2434 S Kildare Ave,Chicago,IL,60623,41.8466,-87.7314,Head Start Center
El Valor Corporation-Carlos Cantu,2434 S Kildare Ave,Chicago,IL,60623,41.8466,-87.7314,Head Start Center
Chicago Commons Association-The Baby Academy,8607 S Cottage Grove Ave,Chicago,IL,60619,41.7382,-87.6045,Head Start Center
Chicago Commons - The Baby Academy,8607 S Cottage Grove Ave,Chicago,IL,60619,41.7382,-87.6045,Head Start Center
Ada S. McKinley Community Services-McKinley-Trumbull Park,10534 S Oglesby Ave,Chicago,IL,60617,41.7039,-87.5658,Head Start Center
Board of Trustees - City Colleges of Chicago-Kennedy-King College,710 W 65th St,Chicago,IL,60621,41.7761,-87.6429,Head Start Center
Ada S McKinley - Greenview,8741 S Greenwood Ave,Chicago,IL,60619,41.7355,-87.5967,Head Start Center
Ada S. McKinley Community Services-McKinley-Greenwood,8741 S Greenwood Ave,Chicago,IL,60619,41.7355,-87.5967,Head Start Center
Henry Booth House-4 Ever Young,441 E 79th St,Chicago,IL,60619,41.7511,-87.6132,Head Start Center
Henry Booth House - 4 Ever Young,441 E 79th St,Chicago,IL,60619,41.7511,-87.6132,Head Start Center
Young Achievers Academy,520 E 79th St,Chicago,IL,60619,41.7513,-87.6117,Head Start Center
Hand n Hand Child Care Center,9350 Forest Hills Rd,Loves Park,IL,61111,42.3589,-89.0153,Head Start Center
Hand-n-Hand Child Care,9350 Forest Hills Rd,Loves Park,IL,61111,42.3589,-89.0153,Head Start Center
Metropolitan Family Services-Learning & Wellness Center-Libby,5338 S Loomis Blvd,Chicago,IL,60609,41.7964,-87.6601,Head Start Center
A-ZMall World,2629 S Lawndale Ave,Chicago,IL,60623,41.8435,-87.7169,Head Start Center
Allison's Infant & Toddler Center - 55th,5522 S Racine Ave,Chicago,IL,60636,41.7931,-87.6552,Head Start Center
Chicago Commons Association-Illinois Institute for Children,10009 S Yates Blvd,Chicago,IL,60617,41.7132,-87.5643,Head Start Center
Chicago Commons - Illinois Institute for Children,10009 S Yates Blvd,Chicago,IL,60617,41.7132,-87.5644,Head Start Center
Shining Star Youth and Community Services-Shining Star #2,854 E 79th St,Chicago,IL,60619,41.7513,-87.6035,Head Start Center
Shining Star #2,854 E 79th St,Chicago,IL,60619,41.7513,-87.6031,Head Start Center
Positive Attitudes,757 N Austin Blvd,Chicago,IL,60644,41.8944,-87.7749,Head Start Center
It Takes a Village - New Concept Preschool,7825 S Ellis Ave,Chicago,IL,60619,41.7527,-87.6,Head Start Center
Carole Robertson Center For Learning-3701 (Ogden),3701 W Ogden Ave,Chicago,IL,60623,41.8532,-87.7183,Head Start Center
Allison's Infant & Toddler Center - 71st,440 E 71st St,Chicago,IL,60619,41.7658,-87.6136,Head Start Center
Carole Robertson Center for Learning,3701 W Ogden Ave,Chicago,IL,60623,41.8536,-87.7175,Head Start Center
Jersey County Head Start Center,111 E Main St,Otterville,IL,62052,39.0508,-90.3969,Head Start Center
Henry Booth House-Jelly Bean 74th St,7419 S Cottage Grove Ave,Chicago,IL,60619,41.7598,-87.6054,Head Start Center
Henry Booth House-Hope for Youth,5900 W Iowa St,Chicago,IL,60651,41.8968,-87.7726,Head Start Center
Henry Booth House - Jelly Bean 74th,7419 S Cottage Grove Ave,Chicago,IL,60619,41.7597,-87.605,Head Start Center
Betty's Daycare,5725 W Chicago Ave,Chicago,IL,60651,41.8946,-87.7688,Head Start Center
Paulo Freire Center,1653 W 43rd St,Chicago,IL,60609,41.8158,-87.6672,Head Start Center
Chicago Commons Association-Paulo Freire,1653 W 43rd St,Chicago,IL,60609,41.8158,-87.6672,Head Start Center
Henry Booth House-West Austin,4920 W Madison St,Chicago,IL,60644,41.8809,-87.7487,Head Start Center
Chicago Commons Association-Lakeshore Learning Academy,1933 E 87th St,Chicago,IL,60617,41.7369,-87.5767,Head Start Center
Chicago Commons - Lakeshore Learning Academy,1933 E 87th St,Chicago,IL,60617,41.7369,-87.5767,Head Start Center
Ada S. McKinley Community Services-Project Org + Design Studio,1401 E 79th St,Chicago,IL,60619,41.7512,-87.5904,Head Start Center
Carole Robertson Center For Learning-Legacy,3318 W Ogden Ave,Chicago,IL,60623,41.854,-87.7096,Head Start Center
Henry Booth House-Gina's Unbelievable Learning Center,7239 S Dobson Ave,Chicago,IL,60619,41.7624,-87.5992,Head Start Center
It Takes a Village - McKinney's Early Learning Academy,5733 W Division St,Chicago,IL,60651,41.9019,-87.7696,Head Start Center
It Takes a Village - Touch by an Angel,6134 W North Ave,Chicago,IL,60639,41.9094,-87.7791,Head Start Center
Shining Star Youth and Community Services-Shining Star #4,10540 S Ewing Ave,Chicago,IL,60617,41.7034,-87.5356,Head Start Center
SGA Youth & Family Services,3054 W Cermak Rd,Chicago,IL,60623,41.8521,-87.7025,Head Start Center
Shining Star #4,10540 S Ewing Ave,Chicago,IL,60617,41.7034,-87.5356,Head Start Center
Ada S. McKinley Community Services-Stepping Stones CCC,1300 E 75th St,Chicago,IL,60619,41.7588,-87.593,Head Start Center
Carole Robertson Center For Learning-KIPP,1440 S Christiana Ave,Chicago,IL,60623,41.8613,-87.7095,Head Start Center
YMCA-Rauner,2700 S Western Ave,Chicago,IL,60608,41.8438,-87.6868,Head Start Center
Carole Robertson Center for Learning-2929,2929 W 19th St,Chicago,IL,60623,41.8549,-87.7,Head Start Center
Carole Robertson Center for Learning,2929 W 19th St,Chicago,IL,60623,41.8551,-87.7003,Head Start Center
Chicago Youth Centers-Sidney Epstein Center,3415 W 13th Pl,Chicago,IL,60623,41.8638,-87.7111,Head Start Center
Easter Seals Metropolitan Chicago-Wee Care Nursery School,1845 E 79th St,Chicago,IL,60649,41.7513,-87.5791,Head Start Center
Carole Robertson Center - 2929,2929 W 19th St,Chicago,IL,60623,41.8555,-87.6997,Head Start Center
El Valor Corporation-Little Tykes I,1711 W 35th St,Chicago,IL,60609,41.8302,-87.6684,Head Start Center
El Valor Corporation-Little Tykes II,1723 W 35th St,Chicago,IL,60609,41.8304,-87.6683,Head Start Center
Henry Booth House-Prodigy Child Learning Center,1921 E 79th St,Chicago,IL,60649,41.7514,-87.5775,Head Start Center
Henry Booth House-Prodigy Child Learning Center ANNEX,1934 E 79th St,Chicago,IL,60649,41.7518,-87.577,Head Start Center
Family Focus - Lawndale,3517 W Arthington St,Chicago,IL,60624,41.8692,-87.7134,Head Start Center
Henry Booth House-High Mountain,919 N Lavergne Ave,Chicago,IL,60651,41.8974,-87.7505,Head Start Center
Shining Star Youth and Community Services-Shining Star #1,3012 E 92nd St,Chicago,IL,60617,41.7283,-87.5505,Head Start Center
YMCA - North Lawndale,3449 W Arthington St,Chicago,IL,60624,41.8696,-87.7126,Head Start Center
YMCA - North Lawndale,3449 W Arthington St,Chicago,IL,60624,41.8698,-87.7127,Head Start Center
El Valor - Rey Gonzales Childen and Family Center,3050 E 92nd St,Chicago,IL,60617,41.7285,-87.5494,Head Start Center
YMCA-North Lawndale,3449 W Arthington St,Chicago,IL,60624,41.87,-87.7123,Head Start Center
Rey Gonzalez Children and Family Center,3050 E 92nd St,Chicago,IL,60617,41.7286,-87.5492,Head Start Center
El Valor Corporation-Rey Gonzalez Children & Family Center,3050 E 92nd St,Chicago,IL,60617,41.7286,-87.5492,Head Start Center
Onward Neighborhood House - New Beginnings,5445 W North Ave,Chicago,IL,60639,41.9093,-87.7625,Head Start Center
Metropolitan Family Services-Southeast Chicago,3062 E 91st St,Chicago,IL,60617,41.7303,-87.5489,Head Start Center
Ada S. McKinley Community Services-Teeny Tiny University,6111 S Cottage Grove Ave,Chicago,IL,60637,41.7837,-87.6059,Head Start Center
Mary Crane League - Mary Crane Center (Molade Child Dev.),1120 N Lamon Ave,Chicago,IL,60651,41.9007,-87.7484,Head Start Center
Chicago Child Care Society-Chicago Care Society (South Shore),7037 S Stony Island Ave,Chicago,IL,60649,41.7668,-87.5854,Head Start Center
Chicago Child Care Society - Chicago Child Care Society (South Shore),7037 S Stony Island Ave,Chicago,IL,60649,41.7668,-87.5854,Head Start Center
Community Child Care of Palatine,721 S Quentin Rd,Palatine,IL,60067,42.0966,-88.0624,Head Start Center
Ounce of Prevention Fund Educare Center,5044 S Wabash Ave,Chicago,IL,60615,41.8025,-87.6244,Head Start Center
